Question,date_created,model,major,grade,prompt,temperature,top_p,count
What kind of career prospects do ITS graduates from UTD have?,2023-04-13 11:08:56.239365,gpt-3.5-turbo,Information Technology and Systems,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Information Technology and Systems at University of Texas at Dallas  would create in number format,1.0,1.0,3
"What are the key traits that make a successful entrepreneur, and how can I develop those traits in myself?",2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
What are some of the most important skills I need to learn in order to be a successful innovator and entrepreneur?,2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
What are the most effective strategies for identifying and validating a potential business idea?,2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
How can I build a strong network of mentors and advisors who can guide me in my entrepreneurial journey?,2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
"What are the biggest challenges facing today's entrepreneurs, and how can I overcome them?",2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
"What are the most effective ways to raise funding for a startup, and how do I pitch to investors?",2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
What are the primary legal and regulatory considerations when starting and running a new business?,2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
"How can I create a successful marketing strategy for my startup, and what are the most effective channels for reaching my target audience?",2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
"How can I build a strong team to support my startup, and what are the key roles I need to fill?",2023-04-13 11:09:07.804103,gpt-3.5-turbo,Innovation and Entrepreneurship,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is Innovation and Entrepreneurship at University of Texas at Dallas  would create in number format,1.0,1.0,1
What courses are required to complete a degree in International Management Studies at the University of Texas at Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,5
How do I declare a major in International Management Studies at UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,4
Are internships available for students majoring in International Management Studies at UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,4
What kind of career opportunities are available for graduates with a degree in International Management Studies from UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,5
Are there any study abroad opportunities offered specifically for International Management Studies students at UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,6
What kind of clubs or organizations are available for International Management Studies students to join at UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,4
How does the international aspect of the program differ from other management programs at UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,2
What kind of research opportunities are available in International Management Studies at UT Dallas?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,4
How does the faculty in the International Management Studies program at UT Dallas support their students?,2023-04-13 11:09:17.022685,gpt-3.5-turbo,International Management Studies,undergraduate freshman,Provide a list of questions that a undergraduate freshman student who is International Management Studies at University of Texas at Dallas  would create in number format,1.0,1.0,4
